276,576,0
277,577,0
278,578,0
279,579,0
280,580,0
281,581,0
282,582,0
283,583,0
284,584,0
285,585,0
286,586,0
287,587,0
288,588,0
289,589,0
290,590,0
291,591,0
292,592,0
293,593,0
294,594,0
295,595,0
296,596,0
297,597,0
298,598,0
299,599,0
300,600,0
301,601,0
302,602,0
303,603,0
304,604,0
305,605,0
306,606,0
307,607,0
308,608,0
309,609,0
310,610,0
311,611,0
312,612,0
313,613,0
314,614,0
315,615,0
316,616,0
317,617,0
318,618,0
319,619,0
320,620,0
321,621,0
322,622,0
323,623,0
324,624,0
325,625,0
326,626,0
327,627,0
328,628,0
329,629,0
330,630,0
331,631,0
332,632,0
333,633,0
334,634,0
335,635,0
336,636,0
337,637,0
338,638,0
339,639,0
340,640,0
341,641,0
342,642,0
343,643,0
344,644,0
345,645,0
346,646,0
347,647,0
348,648,0
349,649,0
350,650,0
351,651,0
352,652,0
353,653,0
354,654,0
355,655,0
356,656,0
357,657,0
358,658,0
359,659,0
360,660,0
361,661,0
362,662,0
363,663,0
364,664,0
365,665,0
366,666,0
367,667,0
368,668,0
369,669,0
370,670,0
371,671,0
372,672,0
373,673,0
374,674,0
375,675,0
376,676,0
377,677,0
378,678,0
379,679,0
380,680,0
381,681,0
382,682,0
383,683,0
384,684,0
385,685,0
386,686,0
387,687,0
388,688,0
389,689,0
390,690,0
391,691,0
392,692,0
393,693,0
394,694,0
395,695,0
396,696,0
397,697,0
398,698,0
399,699,0
400,700,0
401,700,0
402,699,0
403,698,0
404,697,0
405,696,0
406,695,0
407,694,0
408,693,0
409,692,0
410,691,0
411,690,0
412,689,0
413,688,0
414,687,0
415,686,0
416,685,0
417,684,0
418,683,0
419,682,0
420,681,0
421,680,0
422,679,0
423,678,0
424,677,0
425,676,0
426,675,0
427,674,0
428,673,0
429,672,0
430,671,0
431,670,0
432,669,0
433,668,0
434,667,0
435,666,0
436,665,0
437,664,0
438,663,0
439,662,0
440,661,0
441,660,0
442,659,0
443,658,0
444,657,0
445,656,0
446,655,0
447,654,0
448,653,0
449,652,0
450,651,0
451,650,0
452,649,0
453,648,0
454,647,0
455,646,0
456,645,0
457,644,0
458,643,0
459,642,0
460,641,0
461,640,0
462,639,0
463,638,0
464,637,0
465,636,0
466,635,0
467,634,0
468,633,0
469,632,0
470,631,0
471,630,0
472,629,0
473,628,0
474,627,0
475,626,0
476,625,0
477,624,0
478,623,0
479,622,0
480,621,0
481,620,0
482,619,0
483,618,0
484,617,0
485,616,0
486,615,0
487,614,0
488,613,0
489,612,0
490,611,0
491,610,0
492,609,0
493,608,0
494,607,0
495,606,0
496,605,0
497,604,0
498,603,0
499,602,0
500,601,0
501,600,0
502,599,0
503,598,0
504,597,0
505,596,0
506,595,0
507,594,0
508,593,0
509,592,0
510,591,0
511,590,0
512,589,0
513,588,0
514,587,0
515,586,0
516,585,0
517,584,0
518,583,0
519,582,0
520,581,0
521,580,0
522,579,0
523,578,0
524,577,0
525,576,0
526,575,0
527,574,0
528,573,0
529,572,0
530,571,0
531,570,0
532,569,0
533,568,0
534,567,0
535,566,0
536,565,0
537,564,0
538,563,0
539,562,0
540,561,0
541,560,0
542,559,0
543,558,0
544,557,0
545,556,0
546,555,0
547,554,0
548,553,0
549,552,0
550,551,0
551,550,0
552,549,0
553,548,0
554,547,0
555,546,0
556,545,0
557,544,0
558,543,0
559,542,0
560,541,0
561,540,0
562,539,0
563,538,0
564,537,0
565,536,0
566,535,0
567,534,0
568,533,0
569,532,0
570,531,0
571,530,0
572,529,0
573,528,0
574,527,0
575,526,0
576,525,0
577,524,0
578,523,0
579,522,0
580,521,0
581,520,0
582,519,0
583,518,0
584,517,0
585,516,0
586,515,0
587,514,0
588,513,0
589,512,0
590,511,0
591,510,0
592,509,0
593,508,0
594,507,0
595,506,0
596,505,0
597,504,0
598,503,0
599,502,0
600,501,0
601,500,0
602,499,0
603,498,0
604,497,0
605,496,0
606,495,0
607,494,0
608,493,0
609,492,0
610,491,0
611,490,0
612,489,0
613,488,0
614,487,0
615,486,0
616,485,0
617,484,0
618,483,0
619,482,0
620,481,0
621,480,0
622,479,0
623,478,0
624,477,0
625,476,0
626,475,0
627,474,0
628,473,0
629,472,0
630,471,0
631,470,0
632,469,0
633,468,0
634,467,0
635,466,0
636,465,0
637,464,0
638,463,0
639,462,0
640,461,0
641,460,0
642,459,0
643,458,0
644,457,0
645,456,0
646,455,0
647,454,0
648,453,0
649,452,0
650,451,0
651,450,0
652,449,0
653,448,0
654,447,0
655,446,0
656,445,0
657,444,0
658,443,0
659,442,0
660,441,0
661,440,0
662,439,0
663,438,0
664,437,0
665,436,0
666,435,0
667,434,0
668,433,0
669,432,0
670,431,0
671,430,0
672,429,0
673,428,0
674,427,0
675,426,0
676,425,0
677,424,0
678,423,0
679,422,0
680,421,0
681,420,0
682,419,0
683,418,0
684,417,0
685,416,0
686,415,0
687,414,0
688,413,0
689,412,0
690,411,0
691,410,0
692,409,0
693,408,0
694,407,0
695,406,0
696,405,0
697,404,0
698,403,0
699,402,0
700,401,0
701,400,0
702,399,0
703,398,0
704,397,0
705,396,0
706,395,0
707,394,0
708,393,0
709,392,0
710,391,0
711,390,0
712,389,0
713,388,0
714,387,0
715,386,0
716,385,0
717,384,0
718,383,0
719,382,0
720,381,0
721,380,0
722,379,0
723,378,0
724,377,0
725,376,0
726,375,0
727,374,0
728,373,0
729,372,0
730,371,0
731,370,0
732,369,0
733,368,0
734,367,0
735,366,0
736,365,0
737,364,0
738,363,0
739,362,0
740,361,0
741,360,0
742,359,0
743,358,0
744,357,0
745,356,0
746,355,0
747,354,0
748,353,0
749,352,0
750,351,0
751,350,0
752,349,0
753,348,0
754,347,0
755,346,0
756,345,0
757,344,0
758,343,0
759,342,0
760,341,0
761,340,0
762,339,0
763,338,0
764,337,0
765,336,0
766,335,0
767,334,0
768,333,0
769,332,0
770,331,0
771,330,0
772,329,0
773,328,0
774,327,0
775,326,0
776,325,0
777,324,0
778,323,0
779,322,0
780,321,0
781,320,0
782,319,0
783,318,0
784,317,0
785,316,0
786,315,0
787,314,0
788,313,0
789,312,0
790,311,0
791,310,0
792,309,0
793,308,0
794,307,0
795,306,0
796,305,0
797,304,0
798,303,0
799,302,0
800,301,0
801,300,0
